Tue Mar 10 12:36:41 2026    output.dat

         157658103 function calls (154630310 primitive calls) in 1796.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      491    0.000    0.000    0.005    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:71(is_real_number_vector)
     1817    0.001    0.000    0.005    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:53(_any)
        1    0.000    0.000    0.005    0.005 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:70(__init__)
        1    0.000    0.000    0.005    0.005 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:26(__init__)
      115    0.001    0.000    0.005    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:164(rotate_translate_local)
      610    0.001    0.000    0.005    0.000 <__array_function__ internals>:2(diag)
    18520    0.005    0.000    0.005    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/_lib/_util.py:144(prod)
      500    0.003    0.000    0.004    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/_lib/_util.py:226(_asarray_validated)
      117    0.001    0.000    0.004    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:44(__init__)
      244    0.000    0.000    0.004    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:13299(T)
    27458    0.004    0.000    0.004    0.000 {built-in method casadi._casadi.GenDM_size1}
      488    0.001    0.000    0.004    0.000 <__array_function__ internals>:2(ones_like)
     3660    0.003    0.000    0.004    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:219(_vhstack_dispatcher)
      488    0.001    0.000    0.004    0.000 <__array_function__ internals>:2(array_equal)
      124    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(einsum)
    27458    0.004    0.000    0.004    0.000 {built-in method casadi._casadi.GenDM_size2}
     1952    0.003    0.000    0.004    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:24(atleast_1d)
        1    0.000    0.000    0.003    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:397(create_from_xml_node)
        1    0.000    0.000    0.003    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:281(_obstacles)
        1    0.000    0.000    0.003    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1145(create_from_xml_node)
     4991    0.003    0.000    0.003    0.000 {built-in method numpy.zeros}
      976    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:11826(__neg__)
      610    0.002    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/twodim_base.py:214(diag)
      124    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/point.py:36(__init__)
      488    0.001    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:201(ones_like)
      488    0.001    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:2317(array_equal)
      124    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/sparse/linalg/interface.py:157(__init__)
      976    0.001    0.000    0.003    0.000 {built-in method casadi._casadi.SX___neg__}
      122    0.002    0.000    0.003    0.000 {built-in method builtins.sorted}
      124    0.001    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/point.py:130(_set_coords)
    14263    0.003    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:594(ego_state)
      125    0.003    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/utils/cubicspline.py:20(<listcomp>)
        2    0.000    0.000    0.003    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:493(create_from_xml_node)
        8    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:175(is_valid_polyline)
      124    0.000    0.000    0.003    0.000 {method 'clip' of 'numpy.ndarray' objects}
      124    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/sparse/sputils.py:208(isshape)
    13298    0.003    0.000    0.003    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.003    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/shape_base.py:1038(get_array_prepare)
      105    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:209(_deepcopy_tuple)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:139(__init__)
      258    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:185(<genexpr>)
      750    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(rollaxis)
      105    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:210(<listcomp>)
     1220    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:17546(<lambda>)
      125    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(cumsum)
      125    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:627(convert_to_polygon)
     6104    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:82(_clip_dep_is_byte_swapped)
     1220    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:17550(<lambda>)
      117    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:107(center)
       10    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/conv.py:426(__init__)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:299(__init__)
        1    0.000    0.000    0.002    0.002 {built-in method builtins.breakpoint}
       61    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(outer)
       30    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:385(__enter__)
       30    0.000    0.000    0.002    0.000 {built-in method torch._C._cuda_exchangeDevice}
     1473    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:78(<genexpr>)
        1    0.000    0.000    0.002    0.002 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/random.py:32(manual_seed)
      4/1    0.000    0.000    0.002    0.002 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:284(_lazy_init)
      364    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:157(update_x)
       61    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/Highway_env_branch.py:101(__init__)
      124    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/point.py:196(geos_point_from_py)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher/../../debugpy/../debugpy/_vendored/force_pydevd.py:61(debugpy_breakpointhook)
    13651    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:559(planning_problem)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher/../../debugpy/../debugpy/public_api.py:42(wrapper)
       61    0.001    0.000    0.002    0.000 <string>:2(__init__)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher/../../debugpy/../debugpy/server/api.py:326(breakpoint)
      488    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:116(_prepare_bounds)
  852/816    0.001    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:263(<genexpr>)
      125    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2418(cumsum)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher/../../debugpy/../debugpy/server/api.py:40(_settrace)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:2932(settrace)
       53    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1335(create_from_xml_node)
    15775    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:569(exec_timer)
        1    0.000    0.000    0.002    0.002 /home/yanjun/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:3050(_locked_settrace)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/traceback.py:193(format_stack)
    13835    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:579(scenario)
       61    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:824(outer)
    13651    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:589(ego_id)
       61    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/Highway_env_branch.py:76(step)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/prediction/prediction.py:169(__init__)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/traceback.py:200(extract_stack)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/traceback.py:321(extract)
    13298    0.002    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1424(_squeeze_dispatcher)
        1    0.000    0.000    0.002    0.002 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1191(create_from_xml_node)
      250    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/interpolate.py:749(_get_dtype)
       10    0.000    0.000    0.002    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/conv.py:68(__init__)
        2    0.000    0.000    0.002    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_dc/collision/collision_detection/pycrcc_collision_dispatch.py:33(create_collision_checker)
      244    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_dc/collision/collision_detection/scenario.py:21(create_collision_checker_scenario)
      248    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/sparse/sputils.py:186(isintlike)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:108(_open_planning_problem_set)
     1693    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:1816(isscalar)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1291(create_from_xml_node)
       61    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/MPC_branch.py:101(__init__)
        2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/prediction/prediction.py:248(_create_occupancy_set)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1302(create_from_xml_node)
       53    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1361(_read_position)
      125    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:39(_wrapit)
    104/2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_dc/collision/collision_detection/pycrcc_collision_dispatch.py:51(create_collision_object)
      793    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/MPC_branch.py:79(__init__)
        2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_dc/collision/collision_detection/scenario.py:118(create_collision_object_dynamic_obstacle)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:1318(create_from_xml_node)
       62    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:1216(<listcomp>)
      488    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:127(<listcomp>)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/random.py:111(manual_seed_all)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:242(_lazy_call)
      305    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(reshape)
        2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      117    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:122(orientation)
      124    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_constraints.py:314(old_bound_to_new)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:2127(load_state_dict)
        2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:316(vertices)
        4    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/trajectory.py:273(state_list)
     21/1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:2179(load)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:178(_check_capability)
      620    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/einsumfunc.py:989(_einsum_dispatcher)
        2    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/trajectory.py:245(__init__)
      117    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:166(is_valid_orientation)
       61    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/twodim_base.py:152(eye)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:320(__init__)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:650(_load_unlocked)
      3/2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:512(plan_global_path)
      148    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/traceback.py:285(line)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:1075(__init__)
        3    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:455(get_device_properties)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:64(__init__)
        3    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/linear.py:93(__init__)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:438(get_device_capability)
      250    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:782(_validate_bc)
      241    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:1731(__setattr__)
       51    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/linecache.py:15(getline)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:837(exec_module)
        1    0.000    0.000    0.001    0.001 {built-in method builtins.__import__}
      117    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/validity.py:111(is_in_interval)
       13    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/init.py:407(kaiming_uniform_)
       21    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:1996(_load_from_state_dict)
       51    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/linecache.py:37(getlines)
      750    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:1218(rollaxis)
        3    0.001    0.000    0.001    0.000 {built-in method torch.cuda._get_device_properties}
       12    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/linecache.py:82(updatecache)
     1220    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/MPC_branch.py:30(__setattr__)
      183    0.001    0.000    0.001    0.000 {built-in method builtins.round}
      113    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/prediction/prediction.py:22(__init__)
      281    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/abc.py:96(__instancecheck__)
      124    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/einsumfunc.py:997(einsum)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:909(get_code)
       61    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/shape_base.py:1050(get_array_wrap)
      183    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/shape_base.py:1043(<genexpr>)
       57    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/trajectory.py:293(<genexpr>)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/polygon.py:392(orient)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/xpu/random.py:98(manual_seed_all)
      305    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:199(reshape)
      281    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/xpu/__init__.py:77(_lazy_call)
       34    0.001    0.000    0.001    0.000 {method 'uniform_' of 'torch._C.TensorBase' objects}
      124    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
       10    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/conv.py:141(reset_parameters)
      102    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_dc/collision/collision_detection/scenario.py:39(create_collision_object_rectangle)
      250    0.001    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/linalg/blas.py:370(getter)
        8    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/ctypes/__init__.py:339(__init__)
      122    0.001    0.000    0.001    0.000 {built-in method now}
      250    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/scenario.py:627(obstacle_by_id)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:294(left_vertices)
       61    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(argmax)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1029(get_data)
      106    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/trajectory.py:213(attributes)
        2    0.001    0.000    0.001    0.000 {built-in method io.open_code}
     1943    0.001    0.000    0.001    0.000 {built-in method _operator.index}
     1200    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:242(_keep_alive)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:321(center_vertices)
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:961(create_from_lanelet_list)
      429    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:1019(find_lanelet_by_id)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:307(right_vertices)
        8    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/backends/cudnn/__init__.py:101(is_acceptable)
       50    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/utils.py:10(parse)
      170    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      407    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       28    0.001    0.000    0.001    0.000 {method 'copy_' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.001    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:119(_read_header)
        3    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/linear.py:106(reset_parameters)
        2    0.000    0.000    0.001    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/algorithms/cga.py:2(signed_area)
        1    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:1434(_register_triton_kernels)
        1    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:288(wrapper)
   131/12    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/abc.py:100(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/backends/cudnn/__init__.py:26(_init)
      392    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/base.py:224(empty)
   131/12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      125    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:347(wrapper)
     1571    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/planner/planning.py:574(reference_spline)
        2    0.000    0.000    0.000    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:232(reset_parameters)
        8    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
